collection;numero;nom_excel;titre_resolu;statut;methode;note;extrait;url
Grands peintres;30;Henri de Toulouse-Lautrec;Henri de Toulouse-Lautrec;ok;direct;;Henri de Toulouse-Lautrec, né le 24 novembre 1864 à Albi et mort le 9 septembre 1901, au château Malromé, à Saint-André-du-Bois, est un peintre, dessinateur, lithographe, affichiste et illustrateur français.;https://fr.wikipedia.org/wiki/Henri_de_Toulouse-Lautrec
Grands peintres;31;Gustav Klimt;Gustav Klimt;ok;direct;;"Gustav Klimt, né le 14 juillet 1862 à Baumgarten (Autriche) et mort le 6 février 1918 à Vienne (Autriche-Hongrie), est un peintre symboliste autrichien, et l'un des membres les plus en vue du mouvement Art nouveau et de la Sécession de Vienne.
Peintre de figures, sujets allégoriques, nus, portraits et paysages, il est aussi dessinateur, décorateur, peintre de cartons de tapisseries et de mosaïques, céramiste et lithographe.";https://fr.wikipedia.org/wiki/Gustav_Klimt
Grands peintres;32;Edvard Munch;Edvard Munch;ok;direct;;"Edvard Munch, prononcé [muŋk] , né le 12 décembre 1863 à Ådalsbruk (Løten en Norvège) et mort le 23 janvier 1944 à Oslo, est un peintre et graveur expressionniste norvégien.
Edvard Munch peut, a posteriori, être considéré après l'exposition berlinoise de 1892, comme le pionnier de l'expressionnisme dans la peinture moderne. Il est très tôt réputé pour son appartenance à une nouvelle époque artistique en Allemagne et en Europe centrale.";https://fr.wikipedia.org/wiki/Edvard_Munch
Grands peintres;33;Henri Matisse;Henri Matisse;ok;direct;;"Henri Matisse, né le 31 décembre 1869 au Cateau-Cambrésis et mort le 3 novembre 1954 à Nice, est un peintre, dessinateur, graveur et sculpteur français.
Figure majeure du XXe siècle, il exerce une influence considérable sur l'art de la seconde partie de ce siècle par l'utilisation de la simplification, de la stylisation, de la synthèse et de la couleur comme seul sujet de la peinture, aussi bien pour les nombreux peintres figuratifs qu'abstraits qui se réclameront de lui et de ses découvertes. I";https://fr.wikipedia.org/wiki/Henri_Matisse
Grands peintres;34;Pablo Picasso;Pablo Picasso;ok;direct;;"Pablo Ruiz Picasso, né le 25 octobre 1881 à Malaga (Andalousie, Espagne) et mort le 8 avril 1973 à Mougins (Alpes-Maritimes, France), est un peintre, dessinateur, sculpteur et graveur espagnol ayant passé l'essentiel de sa vie en France.
Artiste utilisant tous les supports pour son travail, il est considéré comme l'un des fondateurs du cubisme avec Georges Braque et un compagnon d'art du surréalisme. Il est l'un des plus importants artistes du XXe siècle, tant par ses apports techniques et forme";https://fr.wikipedia.org/wiki/Pablo_Picasso
Grands peintres;35;Georges Braque;Georges Braque;ok;direct;;"Georges Braque, né le 13 mai 1882 à Argenteuil (Seine-et-Oise, actuellement Val-d'Oise) et mort le 31 août 1963 à Paris, est un peintre, sculpteur et graveur français.
D'abord engagé dans le sillage des fauves, influencé par Henri Matisse, André Derain et Othon Friesz, il aboutit, à l'été 1907 aux paysages de l'Estaque avec des maisons en forme de cubes que Matisse qualifie de « cubistes », particulièrement typées dans le tableau Maisons à l'Estaque.
C'est en étudiant méthodiquement, dès 1906, l";https://fr.wikipedia.org/wiki/Georges_Braque
Grands peintres;36;Amedeo Modigliani;Amedeo Modigliani;ok;direct;;"Amedeo Clemente Modigliani (/a.meˈdɛ.o kle.ˈmɛn.te mo.diʎ.ˈʎa.ni/), né le 12 juillet 1884 à Livourne (Italie) et mort le 24 janvier 1920 à Paris, est un peintre et sculpteur italien rattaché à l'École de Paris.
De santé fragile, Amedeo Modigliani grandit dans une famille juive bourgeoise mais désargentée qui, du côté maternel en tout cas, soutient sa précoce vocation d'artiste. Ses années de formation conduisent Modigliani de la Toscane à Venise en passant par le Mezzogiorno, avant qu'il ne se f";https://fr.wikipedia.org/wiki/Amedeo_Modigliani
Grands peintres;37;Marc Chagall;Marc Chagall;ok;direct;;"Marc Chagall (en russe : Марк Захарович Шагал, Mark Zakharovitch Chagal ; en biélorusse : Марк Захаравiч Шагал, Mark Zakharavitch Chagal), né Moïche Zakharovitch Chagalov (en russe : Мойшe Захарович Шагалов), est un peintre et graveur né le 7 juillet 1887 à Liozna dans la voblast de Vitebsk en Biélorussie (alors Empire russe), naturalisé français en 1937 et mort le 28 mars 1985 à Saint-Paul-de-Vence où il est enterré.
Chagall est l'un des plus célèbres artistes installés en France au XXe siècle,";https://fr.wikipedia.org/wiki/Marc_Chagall
Grands peintres;38;Wassily Kandinsky;Vassily Kandinsky;ok;direct;redirection suivie;"Vassily Kandinsky (en russe : Василий Васильевич Кандинский), né le 4 décembre 1866 à Moscou et mort le 13 décembre 1944 à Neuilly-sur-Seine, est un peintre russe, naturalisé allemand puis français. Il est considéré comme l'un des pionniers de l'art abstrait.
Il débute dans la peinture en 1901 dans le figuratif puis au début des années 1910 s'en éloigne pour adopter le non-figuratif.";https://fr.wikipedia.org/wiki/Vassily_Kandinsky
Grands peintres;39;Piet Mondrian;Piet Mondrian;ok;direct;;Pieter Cornelis Mondriaan (prononcé : /ˈpitər kɔrˈneːlɪs ˈmɔndrijaːn/), appelé Piet Mondrian (prononcé : /pit ˈmɔndrijɑn/) à partir de 1912, né le 7 mars 1872 à Amersfoort (Pays-Bas) et mort le 1er février 1944 à New York, est un peintre néerlandais reconnu comme l'un des pionniers de l'abstraction.;https://fr.wikipedia.org/wiki/Piet_Mondrian
Grands peintres;40;Paul Klee;Paul Klee;ok;direct;;"Paul Klee (prononcé /paʊ̯l kleː/), né le 18 décembre 1879 à Münchenbuchsee (près de Berne en Suisse) et mort le 29 juin 1940 à Locarno (canton du Tessin en Suisse), est un peintre allemand .
C'est un des artistes majeurs de la première moitié du XXe siècle. Il connaît ses premiers grands succès en 1917, pendant la Première Guerre mondiale.";https://fr.wikipedia.org/wiki/Paul_Klee
Grands peintres;41;Egon Schiele;Egon Schiele;ok;direct;;"Egon Schiele (/ˈeː.gɔn ˈʃiː.lə/, ), né le 12 juin 1890 à Tulln an der Donau et mort le 31 octobre 1918 à Vienne, est un peintre et dessinateur autrichien rattaché au mouvement expressionniste.
Issu de la petite bourgeoisie, il affirme sa vocation d'artiste contre sa famille. Ses dons en dessin le font admettre à seize ans à l'académie des Beaux-Arts de Vienne et il découvre bientôt d'autres horizons au contact de la Sécession, de l'Atelier viennois et de Gustav Klimt.";https://fr.wikipedia.org/wiki/Egon_Schiele
Grands peintres;42;Salvador Dali;Salvador Dalí;ok;direct;redirection suivie;"Salvador Dalí (Salvador Dalí i Domènech), marquis de Dalí de Púbol, né à Figueras le 11 mai 1904 et mort dans la même ville le 23 janvier 1989, est un peintre, sculpteur, graveur, scénariste et écrivain espagnol. Il est considéré comme l'un des principaux représentants du surréalisme, et comme l'un des plus célèbres peintres du XXe siècle.
Influencé très jeune par l'impressionnisme, il quitta Figueras pour recevoir une éducation artistique académique à Madrid où il se lia d'amitié avec Federico ";https://fr.wikipedia.org/wiki/Salvador_Dal%C3%AD
Grands peintres;43;Rene Magritte;René Magritte;ok;search;;René Magritte, né le 21 novembre 1898 à Lessines (Belgique) et mort le 15 août 1967 à Schaerbeek, est un peintre surréaliste belge.;https://fr.wikipedia.org/wiki/Ren%C3%A9_Magritte
Grands peintres;44;Joan Miro;Joan Miró;ok;direct;redirection suivie;"Joan Miró, né à Barcelone le 20 avril 1893 et mort à Palma de Majorque le 25 décembre 1983, est un peintre, sculpteur, graveur et céramiste catalan. Se définissant avant tout comme « Catalan international », il est l'un des principaux représentants du mouvement surréaliste.
Son œuvre reflète son attrait pour le subconscient, pour l'« esprit enfantin » et pour son pays.";https://fr.wikipedia.org/wiki/Joan_Mir%C3%B3
Grands peintres;45;Frida Kahlo;Frida Kahlo;ok;direct;;"Frida Kahlo est une artiste peintre mexicaine, née le 6 juillet 1907 à Coyoacán (Mexico) et morte au même endroit le 13 juillet 1954.
À six ans, elle est atteinte de poliomyélite et à l'âge de dix-huit ans, victime d'un très grave accident de bus. Ces affections entravent sa mobilité et elle subit de nombreuses interventions chirurgicales.";https://fr.wikipedia.org/wiki/Frida_Kahlo
Grands peintres;46;Diego Rivera;Diego Rivera;ok;direct;;Diego Rivera, né le 8 décembre 1886 à Guanajuato (Mexique) et mort le 24 novembre 1957 à San Ángel (un quartier aisé de Mexico), est un peintre mexicain. Bien qu'il ait tout au long de sa vie pratiqué la peinture de chevalet, Rivera est mondialement connu pour ses peintures murales, réalisées au Mexique, principalement à Mexico, et aux États-Unis. Ses peintures murales sont indissociables de ses convictions communistes et de sa fascination pour le passé préhispanique du Mexique.;https://fr.wikipedia.org/wiki/Diego_Rivera
Grands peintres;47;Georgia O'Keeffe;Georgia O'Keeffe;ok;direct;;Georgia O'Keeffe, née le 15 novembre 1887 à Sun Prairie (Wisconsin) est morte le 6 mars 1986 à Santa Fe (Nouveau-Mexique), est une peintre américaine considérée comme une des peintres modernistes et des précisionnistes majeures du XXe siècle.;https://fr.wikipedia.org/wiki/Georgia_O%27Keeffe
Grands peintres;48;Edward Hopper;Edward Hopper;ok;direct;;"Edward Hopper, né le 22 juillet 1882 à Nyack dans l’État de New York et mort le 15 mai 1967 à Greenwich Village (New York), est un artiste peintre et un graveur américain.
Exerçant essentiellement son art à New York, où il a son atelier, il est considéré comme l’un des représentants du réalisme américain, parce qu’il peint la vie quotidienne des classes moyennes. Au début de sa carrière, il représente des scènes parisiennes avant de se consacrer aux paysages américains et de devenir un témoin at";https://fr.wikipedia.org/wiki/Edward_Hopper
Grands peintres;49;Jackson Pollock;Jackson Pollock;ok;direct;;"Jackson Pollock, né le 28 janvier 1912 à Cody dans le Wyoming et mort le 11 août 1956 à Springs dans l'État de New York, est un peintre américain de l'expressionnisme abstrait, mondialement connu de son vivant.
Il réalise plus de 700 œuvres, peintures achevées, essais peints ou sculptés et dessins ainsi que quelques gravures et a une influence déterminante sur le cours de l'art contemporain.
La pratique du all-over ainsi que le « dripping », qu'il a beaucoup employé de 1947 à 1950, l'a rendu cél";https://fr.wikipedia.org/wiki/Jackson_Pollock
Grands peintres;50;Mark Rothko;Mark Rothko;ok;direct;;Mark Rothko, né Markuss Rotkovičs le 25 septembre 1903 à Dvinsk (gouvernement de Vitebsk, actuelle Daugavpils en Lettonie) et mort le 25 février 1970 à New York, est un peintre américain. Classé parmi les représentants de l'expressionnisme abstrait américain, Rothko refusait cette catégorisation jugée « aliénante ».;https://fr.wikipedia.org/wiki/Mark_Rothko
Grands peintres;51;Andy Warhol;Andy Warhol;ok;direct;;"Andrew Warhola, dit Andy Warhol [ˈændi ˈwɔːrhɒl], né le 6 août 1928 à Pittsburgh en Pennsylvanie et mort le 22 février 1987 à New York, est un artiste américain et l'un des principaux représentants du pop art.
Warhol est connu dans le monde entier pour son travail de peintre, de producteur musical, d'auteur, de réalisateur de films d'avant-garde, ainsi que par ses liens avec les intellectuels, les célébrités de Hollywood ou les aristocrates. Il a été le sujet de multiples expositions, de livres,";https://fr.wikipedia.org/wiki/Andy_Warhol
Grands peintres;52;Roy Lichtenstein;Roy Lichtenstein;ok;direct;;Roy Lichtenstein, né le 27 octobre 1923 à Manhattan (New York), où il est mort le 29 septembre 1997, est un des artistes les plus importants du mouvement pop art américain. Ses œuvres s'inspirent fortement de la publicité et de l'imagerie populaire de son époque, ainsi que des bandes dessinées (« comics »). Il décrit lui-même son style comme étant « aussi artificiel que possible ».;https://fr.wikipedia.org/wiki/Roy_Lichtenstein
Grands peintres;53;Francis Bacon (peintre);Francis Bacon (peintre);ok;direct;;"Francis Bacon, né le 28 octobre 1909 à Dublin et mort le 28 avril 1992 à Madrid, est un peintre britannique réputé pour ses triptyques.

Peintre de la violence, de la cruauté et de la tragédie, son esprit est hanté, selon ses dires, par le vers d'Eschyle : 
« L'odeur du sang humain ne me quitte pas des yeux. »

L'œuvre de Bacon se déploie en grands triptyques mettant en scène sa vie, ses amis, son admiration pour Diego Vélasquez, Vincent van Gogh ou Pablo Picasso, ou en portraits torturés, comme";https://fr.wikipedia.org/wiki/Francis_Bacon_(peintre)
Grands peintres;54;Lucian Freud;Lucian Freud;ok;direct;;"Lucian Freud, né le 8 décembre 1922 à Berlin et mort le 20 juillet 2011 à Londres, est un peintre et graveur figuratif britannique d'origine allemande.
Considéré comme l'un des peintres figuratifs les plus importants du XXe et du début du XXIe siècle, il est, selon la formule de l'historien de l'art Herbert Read, l'« Ingres de l'existentialisme ».
Il est notamment célèbre pour avoir peint, en 2001, le portrait de la reine Élisabeth II à l'occasion de son jubilé d'or, tableau qui a soulevé une po";https://fr.wikipedia.org/wiki/Lucian_Freud
Grands peintres;55;David Hockney;David Hockney;ok;direct;;"David Hockney, né le 9 juillet 1937 à Bradford au Royaume-Uni et mort le 11 juin 2026 à Londres, est un peintre, portraitiste et paysagiste, dessinateur, graveur, décorateur, photographe et théoricien de l'art britannique.
Figure majeure du mouvement pop art des années 1960, il est l'un des artistes britanniques les plus influents du XXe siècle. Utilisant des couleurs vives, acidulées, Hockney peint des portraits et des paysages où se mêlent peinture et photographie.";https://fr.wikipedia.org/wiki/David_Hockney
Grands peintres;56;Jean-Michel Basquiat;Jean-Michel Basquiat;ok;direct;;"Jean-Michel Basquiat [ ʒɑ̃ miʃɛl baskija], né le 22 décembre 1960 à Brooklyn et mort le 12 août 1988 à NoHo (Manhattan), est un artiste peintre américain.
Il devient très tôt un peintre d'avant-garde populaire et pionnier de la mouvance underground.";https://fr.wikipedia.org/wiki/Jean-Michel_Basquiat
Grands peintres;57;Keith Haring;Keith Haring;ok;direct;;"Keith Haring, né le 4 mai 1958 à Reading en Pennsylvanie et mort le 16 février 1990 à New York, est un artiste, dessinateur, peintre et sculpteur américain.
Dans les années 1980, Keith Haring acquiert une reconnaissance internationale et participe à de nombreuses expositions devenant ainsi l'une des figures les plus emblématiques du street art.";https://fr.wikipedia.org/wiki/Keith_Haring
Grands peintres;58;Banksy;Banksy;ok;direct;;Banksy est un artiste d'art urbain qui travaille sous pseudonyme. Son véritable nom et son identité exacte sont inconnus et font l'objet de spéculations. Apparemment britannique et actif depuis les années 1990, il utilise la peinture au pochoir pour faire passer ses messages, qui mêlent souvent politique, humour et poésie.;https://fr.wikipedia.org/wiki/Banksy
Grands peintres;59;Katsushika Hokusai;Hokusai;ok;direct;redirection suivie;"Katsushika Hokusai (葛飾 北斎) est un peintre, dessinateur et graveur japonais du XVIIIe siècle, spécialiste de l’ukiyo-e, ainsi que l'auteur d'écrits populaires, surtout connu sous le nom de Hokusai (北斎), ou son surnom de Gakyōjin, littéralement « Vieux Fou de dessin ».
Au cours de ses soixante-dix ans de carrière, il a réalisé une œuvre considérable de quelque 3 000 tirages couleur, des illustrations pour plus de 200 livres, des centaines de dessins et plus de 1 000 peintures. Il a rapidement aban";https://fr.wikipedia.org/wiki/Hokusai
Grands peintres;60;Utagawa Hiroshige;Hiroshige;ok;direct;redirection suivie;"Utagawa Hiroshige (歌川広重), dont le nom de naissance est Andō Tokutarō (安藤徳太郎), né en 1797 à Edo et mort le 12 octobre 1858 à Edo, est un dessinateur, graveur et peintre japonais. Il se distingue par des séries d'estampes sur le mont Fuji et sur Edo (actuel Tōkyō), dessinant de façon évocatrice les paysages et l'atmosphère de la ville, en reprenant les instants de la vie quotidienne de la ville avant sa transformation à l'ère Meiji (1868-1912).
Auteur prolifique, actif entre 1818 et 1858, il crée ";https://fr.wikipedia.org/wiki/Hiroshige
Grands peintres;61;Artemisia Gentileschi;Artemisia Gentileschi;ok;direct;;"Artemisia Gentileschi, née le 8 juillet 1593 à Rome et morte à Naples vers 1656, est une artiste peintre italienne de l'école caravagesque.
Sa mère meurt alors qu'elle est très jeune et elle est élevée seule par son père Orazio qui se rend compte rapidement de son talent. Elle reprend la rigueur de son dessin en lui ajoutant une accentuation dramatique héritée de l'œuvre du Caravage et chargée d'effets théâtraux, ce qui contribue à la diffusion du caravagisme à Naples, ville dans laquelle elle s";https://fr.wikipedia.org/wiki/Artemisia_Gentileschi
Grands peintres;62;Frans Hals;Frans Hals;ok;direct;;"Frans Hals (Anvers, vers 1582 – Haarlem, 26 août 1666) est un peintre baroque néerlandais (Provinces-Unies), considéré, avec Rembrandt et Johannes Vermeer, comme l'un des plus importants du siècle d’or.
Bien que sans doute d'origine flamande, c'est dans la ville hollandaise de Haarlem qu'à partir de 1591 au plus tard, il passe le reste de sa vie et fait carrière.
« C'est un enfant de famille magnifiquement doué et qui fait de la peinture pour vivre, cavalièrement, en gentilhomme, pressé de faire";https://fr.wikipedia.org/wiki/Frans_Hals
Grands peintres;63;Anthony van Dyck;Antoine van Dyck;ok;direct;redirection suivie;"Antoine van Dyck (prononcé en néerlandais : [vɑn ˈdɛˑɪ̯k]), né Antoon van Dyck le 22 mars 1599 à Anvers et mort le 9 décembre 1641 à Londres, est un peintre et graveur baroque brabançon, surtout portraitiste, qui a été le principal peintre de cour en Angleterre, après avoir connu un grand succès en Italie et en Flandre.
Il est notamment réputé pour les portraits qu'il réalisa du roi Charles Ier d'Angleterre, de sa famille et de la cour, peints avec une élégance décontractée qui influencera notab";https://fr.wikipedia.org/wiki/Antoine_van_Dyck
Grands peintres;64;El Greco;Le Greco;ok;direct;redirection suivie;"Domínikos Theotokópoulos, dit le Greco, né le 1er octobre 1541 à Candie (aujourd'hui Héraklion) en Crète (alors possession de la république de Venise) et mort le 7 avril 1614 à Tolède, est un peintre, sculpteur et architecte qui fut principalement actif en Espagne.
Il est considéré comme le peintre fondateur de l’École espagnole du XVIe siècle. Son œuvre picturale, synthèse du maniérisme renaissant et de l'art byzantin, est caractérisée par des formes allongées et une palette de couleurs diversi";https://fr.wikipedia.org/wiki/Le_Greco
Grands peintres;65;Francisco Zurbaran;Francisco de Zurbarán;ok;direct;redirection suivie;"Francisco de Zurbarán (1598 à Fuente de Cantos–1664 à Madrid) est un peintre du Siècle d'or espagnol. Contemporain et ami de Diego Vélasquez, Zurbarán se distingue dans les peintures religieuses — où son art révèle une grande force visuelle et un profond mysticisme — et il devient un artiste emblématique de la Contre-Réforme.
D'abord très marqué par Le Caravage, son style austère et sombre évolue pour se rapprocher des maîtres maniéristes italiens.";https://fr.wikipedia.org/wiki/Francisco_de_Zurbar%C3%A1n
Grands peintres;66;Nicolas Poussin;Nicolas Poussin;ok;direct;;"Nicolas Poussin, né en juin 1594 au hameau de Villers, dans la commune des Andelys, et mort le 19 novembre 1665 à Rome, est un peintre français du XVIIe siècle, représentant majeur du classicisme pictural.
Formé à Paris, il a exercé principalement à Rome à partir de 1624. Il a peint aussi bien des scènes d'histoire que religieuses, mythologiques, mais aussi des paysages avec des personnages.";https://fr.wikipedia.org/wiki/Nicolas_Poussin
Grands peintres;67;Jean-Honore Fragonard;Jean-Honoré Fragonard;ok;search;;"Jean-Honoré Fragonard, né le 5 avril 1732 à Grasse et mort le 22 août 1806 à Paris, est un peintre français.
Il est l'un des principaux représentants du style rococo français.
Peintre d'histoire, de genre et de paysages, il se spécialise assez rapidement dans le genre libertin et les scènes galantes, comme le montre son célèbre tableau Le Verrou.";https://fr.wikipedia.org/wiki/Jean-Honor%C3%A9_Fragonard
Grands peintres;68;Jean-Antoine Watteau;Antoine Watteau;ok;direct;redirection suivie;"Jean-Antoine Watteau, plus connu sous le nom d’Antoine Watteau, né le 10 octobre 1684 à Valenciennes et mort le 18 juillet 1721 à Nogent-sur-Marne, est un peintre français devenu célèbre par ses représentations de « fêtes galantes ».
Il est un des créateurs représentants du mouvement rocaille. Inspiré par la commedia dell'arte, il aime représenter le théâtre dans ses tableaux, que ce soit à travers les rideaux lourds ou les thèmes.";https://fr.wikipedia.org/wiki/Antoine_Watteau
Grands peintres;69;William Blake;William Blake;ok;direct;;"William Blake, né le 28 novembre 1757 à Londres où il est mort le 12 août 1827, est un peintre, graveur et poète britannique.
Bien que d'abord considéré comme peintre — il a peint quelques tableaux à l'huile, préférant l'aquarelle et le dessin, voire la gravure et la lithographie —, il s'est surtout consacré à la poésie. Il est l'auteur d'œuvres inspirées de visions bibliques à caractère prophétique.";https://fr.wikipedia.org/wiki/William_Blake
Grands peintres;70;Caspar David Friedrich;Caspar David Friedrich;ok;direct;;Caspar David Friedrich, né le 5 septembre 1774 à Greifswald et mort le 7 mai 1840 à Dresde est un peintre, dessinateur et graveur allemand, considéré comme l'artiste le plus important et influent de la peinture romantique allemande du XIXe siècle. Connu pour ses paysages cherchant à tendre vers le sublime, la représentation d'une nature grandiose transcendant la petitesse de l'homme, il tente de parvenir à une peinture réconciliant le spectacle de l'incommensurable avec les états d'âme de l'arti;https://fr.wikipedia.org/wiki/Caspar_David_Friedrich
Grands peintres;71;Gustave Moreau;Gustave Moreau;ok;direct;;"Gustave Moreau, né le 6 avril 1826 à Paris et mort dans la même ville le 18 avril 1898, est un peintre, illustrateur, dessinateur et sculpteur français.
Encouragé par son père architecte, il bénéficie d'une éducation classique et s'initie dès l'enfance aux arts graphiques. Ses années de formation sont marquées par les enseignements de François-Édouard Picot et sa rencontre avec le style de Théodore Chassériau, qui le pousse vers une approche non académique de la peinture d'histoire.";https://fr.wikipedia.org/wiki/Gustave_Moreau
Tableaux celebres;1;La Joconde;La Joconde;ok;direct;;La Joconde (en italien : La Gioconda [la dʒoˈkonda] ou Monna Lisa [ˈmɔnna ˈliːza]), ou Portrait de Mona Lisa, est un tableau de Léonard de Vinci, réalisé entre 1503 et 1506 ou entre 1513 et 1516, et peut-être jusqu'à 1517 (l'artiste étant mort le 2 mai 1519), qui représente un portrait mi-corps, celui de la Florentine Lisa Gherardini, épouse de Francesco del Giocondo. Très probablement acquise par François Ier, cette peinture à l'huile sur panneau de bois de peuplier de 79 × 53 cm est exposée au;https://fr.wikipedia.org/wiki/La_Joconde
Tableaux celebres;2;La Cene;La Cène (Léonard de Vinci);ok;direct;redirection suivie;La Cène (en italien : L'Ultima Cena, soit « Le Dernier Repas ») de Léonard de Vinci est une peinture murale à la détrempe de 460 × 880 cm, réalisée de 1495 à 1498 pour le réfectoire du couvent dominicain de Santa Maria delle Grazie à Milan.;https://fr.wikipedia.org/wiki/La_C%C3%A8ne_(L%C3%A9onard_de_Vinci)
Tableaux celebres;3;La Naissance de Venus;La Naissance de Vénus (Botticelli);verifier;search-repair;résolution par recherche contextuelle;La Naissance de Vénus (italien : Nascita di Venere [ˈnaʃʃita di ˈvɛːnere]) est un tableau de Sandro Botticelli, peint vers 1482-1485 et conservé à la galerie des Offices à Florence, en Italie. Il a été peint selon la technique de la tempera. Il représente la déesse Vénus arrivant sur le rivage après sa naissance.;https://fr.wikipedia.org/wiki/La_Naissance_de_V%C3%A9nus_(Botticelli)
Tableaux celebres;4;Le Jugement dernier;Le Jugement dernier (Michel-Ange);verifier;search-overlap;résolution par recherche contextuelle;Le Jugement dernier (italien : Il Giudizio Universale) est une fresque réalisée par Michel-Ange, alors âgé de soixante ans, sur la paroi derrière l'autel de la chapelle Sixtine au Vatican. Commandé par le pape Clément VII (Jules de Médicis), le travail dura six ans et fut inauguré par son successeur Paul III le 1er octobre 1541. C'est l'un des plus grands chefs-d'œuvre de l'art occidental.;https://fr.wikipedia.org/wiki/Le_Jugement_dernier_(Michel-Ange)
Tableaux celebres;5;La Creation d'Adam;La Création d'Adam (Michel-Ange);ok;direct;redirection suivie;La Création d'Adam est l'une des neuf fresques inspirées du livre de la Genèse, peintes par Michel-Ange sur la partie centrale de la voûte du plafond de la chapelle Sixtine, dans les musées du Vatican à Rome, commandée par le pape Jules II. Elle constitue la quatrième histoire de cette série de neuf, précédée par La Séparation des terres et des eaux, et suivie par La Création d'Ève. Bien qu'évoquée relativement tôt dans la Genèse, donc dans la séquence des fresques ornant la voûte, La Création d;https://fr.wikipedia.org/wiki/La_Cr%C3%A9ation_d%27Adam_(Michel-Ange)
Tableaux celebres;6;Les Epoux Arnolfini;Les Époux Arnolfini;ok;direct;redirection suivie;Les Époux Arnolfini est le nom donné à une peinture sur bois (82,2 × 60 cm) du peintre primitif flamand Jan van Eyck datant de 1434, conservée à la National Gallery de Londres.;https://fr.wikipedia.org/wiki/Les_%C3%89poux_Arnolfini
Tableaux celebres;7;Le Jardin des delices;Le Jardin des délices;ok;search;;Le Jardin des délices est une peinture à l'huile sur bois du peintre néerlandais Jérôme Bosch, appartenant à la période des primitifs flamands. L'œuvre est structurée en triptyque, format souvent utilisé par les peintres du début du XVe siècle jusqu'au début du XVIIe siècle dans la partie septentrionale de l'Europe. Elle est le plus souvent datée de 1490 à 1500, bien que des chercheurs en avancent la création jusqu'aux années 1480.;https://fr.wikipedia.org/wiki/Le_Jardin_des_d%C3%A9lices
Tableaux celebres;8;La Ronde de nuit;La Ronde de nuit;ok;direct;;La Ronde de nuit (en néerlandais : De Nachtwacht) est un portrait de groupe achevé par Rembrandt en 1642. Le tableau appartient à la municipalité d'Amsterdam et fait partie de la collection du Rijksmuseum Amsterdam depuis 1808. Tableau le plus populaire du musée, La Ronde de nuit est l'une des peintures hollandaises les plus célèbres de l'Âge d'or de la peinture néerlandaise.;https://fr.wikipedia.org/wiki/La_Ronde_de_nuit
Tableaux celebres;9;La Jeune Fille a la perle;La Jeune Fille à la perle;ok;direct;redirection suivie;La Jeune Fille à la perle (en néerlandais : Meisje met de parel) est une peinture à l'huile sur toile réalisée par le peintre néerlandais Johannes Vermeer vers 1665. Ce tableau de moyenne dimension est un portrait en buste d'une jeune femme anonyme — peut-être l'une des filles de Vermeer — portant une perle à l'oreille ainsi qu'un turban sur la tête. Pour sa composition et son sujet proches de l'œuvre de Léonard de Vinci, on la surnomme aussi la « Joconde du Nord ».;https://fr.wikipedia.org/wiki/La_Jeune_Fille_%C3%A0_la_perle
Tableaux celebres;10;Les Menines;Les Ménines;ok;direct;redirection suivie;Les Ménines (en espagnol : Las Meninas, terme désignant les demoiselles d'honneur et la beauté), connu sous l'appellation La Famille de Philippe IV, est le portrait le plus célèbre de Diego Vélasquez, peint en 1656. Le tableau est exposé au musée du Prado à Madrid. La composition complexe et énigmatique de la toile interroge le lien entre la réalité et l’illusion et crée une relation incertaine entre celui qui regarde la toile et les personnages qui y sont dépeints.;https://fr.wikipedia.org/wiki/Les_M%C3%A9nines
Tableaux celebres;11;La Liberte guidant le peuple;La Liberté guidant le peuple;ok;direct;redirection suivie;La Liberté guidant le peuple (titre complet : Le 28 juillet 1830. La Liberté guidant le peuple) est une huile sur toile d'Eugène Delacroix réalisée en 1830, inspirée de la révolution des Trois Glorieuses. Présenté au public au Salon de peinture et de sculpture de 1831 sous le titre de Scènes de barricades, le tableau est ensuite exposé au musée du Luxembourg à partir de 1863 puis transféré au musée du Louvre en 1874 où il fut l'un des plus vus.;https://fr.wikipedia.org/wiki/La_Libert%C3%A9_guidant_le_peuple
Tableaux celebres;12;Le Radeau de la Meduse;Le Radeau de la Méduse;ok;search;;"Le Radeau de la Méduse est une peinture à l'huile sur toile, réalisée de 1818 à 1819 par le peintre et lithographe romantique français Théodore Géricault (1791-1824).
Son titre initial, donné par Géricault lors de sa première présentation, est Scène d'un naufrage. Ce tableau, de très grande dimension (environ 5 m de haut pour 7 m de large), représente un épisode tragique de l'histoire de la marine coloniale française : le naufrage de la frégate Méduse.";https://fr.wikipedia.org/wiki/Le_Radeau_de_la_M%C3%A9duse
Tableaux celebres;13;Le Tres de Mayo;El tres de mayo de 1808 en Madrid;verifier;search-overlap;résolution par recherche contextuelle;"El tres de mayo de 1808 en Madrid (en français : « Le trois mai 1808 à Madrid »), aussi abrégé Tres de mayo, est un tableau du peintre espagnol Francisco de Goya. Peinte en 1814 et conservée au musée du Prado à Madrid, cette toile est également connue sous le nom Los fusilamientos.
Le sujet est la suite directe des événements décrits par Dos de mayo, autre tableau de Goya.";https://fr.wikipedia.org/wiki/El_tres_de_mayo_de_1808_en_Madrid
